,player_name,B,S,ball,called_strike,missed_call_dre_B,missed_call_dre_S,batter_team
286,Jonathan Schoop-DET,6.0,7.0,206.0,71.0,-0.9800000000000001,0.8360000000000001,DET
287,Jonathan Singleton-HOU,0.0,2.0,43.0,11.0,0.0,0.18400000000000002,HOU
288,Jonathan Singleton-MIL,3.0,4.0,54.0,24.0,-0.461,0.782,MIL
289,Jonny Deluca-LAD,1.0,1.0,49.0,22.0,-0.092,0.05,LAD
290,Jordan Diaz-OAK,10.0,4.0,193.0,79.0,-0.98,0.9710000000000001,OAK
291,Jordan Luplow-MIN,3.0,1.0,30.0,12.0,-0.199,0.105,MIN
292,Jordan Luplow-TOR,2.0,2.0,28.0,10.0,-0.251,0.25,TOR
293,Jordan Walker-STL,26.0,14.0,323.0,147.0,-4.732,1.7,STL
294,Jordan Westburg-BAL,12.0,8.0,138.0,64.0,-0.867,0.9590000000000002,BAL
295,Jorge Alfaro-BOS,0.0,1.0,21.0,4.0,0.0,0.10700000000000001,BOS
296,Jorge Alfaro-COL,2.0,2.0,25.0,11.0,-0.167,0.129,COL
297,Jorge Mateo-BAL,25.0,6.0,321.0,174.0,-2.941,0.48600000000000004,BAL
298,Jorge Polanco-MIN,18.0,7.0,257.0,128.0,-2.0260000000000002,0.589,MIN
299,Jorge Soler-MIA,47.0,23.0,679.0,293.0,-6.049999999999999,3.045,MIA
300,Jose Abreu-HOU,34.0,27.0,559.0,317.0,-4.226,3.8330000000000006,HOU
301,Jose Altuve-HOU,24.0,16.0,309.0,152.0,-4.294,2.071,HOU
302,Jose Azocar-SD,4.0,1.0,47.0,35.0,-0.3,0.286,SD
303,Jose Barrero-CIN,13.0,8.0,192.0,83.0,-1.755,1.874,CIN
304,Jose Caballero-SEA,20.0,14.0,282.0,204.0,-2.079,1.879,SEA
305,Jose Herrera-AZ,13.0,5.0,144.0,99.0,-2.106,1.0430000000000001,AZ
306,Jose Miranda-MIN,14.0,8.0,175.0,71.0,-1.314,1.04,MIN
307,Jose Ramirez-CLE,33.0,31.0,693.0,282.0,-3.8970000000000002,3.389000000000001,CLE
308,Jose Siri-TB,27.0,15.0,320.0,165.0,-3.242,1.968,TB
309,Jose Trevino-NYY,16.0,9.0,189.0,135.0,-1.2630000000000001,0.657,NYY
310,Josh Bell-CLE,28.0,26.0,562.0,203.0,-3.73,2.984000000000001,CLE
311,Josh Bell-MIA,3.0,3.0,74.0,29.0,-0.31,0.238,MIA
312,Josh Donaldson-NYY,13.0,9.0,159.0,79.0,-2.064,1.6799999999999997,NYY
313,Josh H. Smith-TEX,18.0,9.0,240.0,147.0,-2.677,0.9550000000000001,TEX
314,Josh Harrison-PHI,2.0,9.0,114.0,63.0,-0.266,1.0510000000000002,PHI
315,Josh Jung-TEX,53.0,21.0,550.0,257.0,-9.742000000000003,4.475999999999999,TEX
316,Josh Lowe-TB,30.0,26.0,452.0,178.0,-2.8570000000000007,3.6250000000000004,TB
317,Josh Naylor-CLE,8.0,18.0,396.0,136.0,-1.2750000000000001,3.174,CLE
318,Josh Rojas-AZ,24.0,16.0,260.0,162.0,-3.208,2.284,AZ
319,Josh Rojas-SEA,0.0,2.0,23.0,9.0,0.0,0.24200000000000002,SEA
320,Juan Soto-SD,46.0,47.0,896.0,423.0,-6.5040000000000004,8.815999999999997,SD
321,Juan Yepez-STL,0.0,4.0,54.0,29.0,0.0,0.263,STL
322,Julio Rodriguez-SEA,24.0,36.0,584.0,262.0,-4.336,4.929000000000001,SEA
323,Jurickson Profar-COL,24.0,37.0,653.0,273.0,-2.4520000000000004,5.498,COL
324,Justin Turner-BOS,36.0,39.0,681.0,347.0,-4.271,5.033,BOS
325,Ke'Bryan Hayes-PIT,38.0,17.0,412.0,272.0,-7.668,2.135,PIT
326,Keibert Ruiz-WSH,27.0,23.0,421.0,219.0,-3.4640000000000004,2.262,WSH
327,Kerry Carpenter-DET,18.0,10.0,327.0,153.0,-1.647,0.833,DET
328,Ketel Marte-AZ,45.0,51.0,658.0,300.0,-6.582,6.51,AZ
329,Kevin Kiermaier-TOR,25.0,17.0,364.0,165.0,-2.8960000000000004,3.062,TOR
330,Kevin Newman-CIN,21.0,11.0,284.0,176.0,-2.371,1.363,CIN
331,Kevin Pillar-ATL,8.0,7.0,145.0,72.0,-0.6829999999999999,0.6839999999999999,ATL
332,Kevin Smith-OAK,7.0,2.0,92.0,68.0,-1.1360000000000001,0.25,OAK
333,Kody Clemens-PHI,11.0,7.0,181.0,121.0,-1.433,1.22,PHI
334,Kole Calhoun-CLE,2.0,1.0,40.0,20.0,-0.186,0.092,CLE
335,Kolten Wong-SEA,16.0,23.0,291.0,133.0,-2.318,2.6710000000000003,SEA
336,Kris Bryant-COL,27.0,11.0,365.0,153.0,-3.5490000000000004,1.4449999999999998,COL
337,Kyle Farmer-MIN,17.0,11.0,305.0,202.0,-2.1510000000000002,1.2699999999999998,MIN
338,Kyle Garlick-MIN,2.0,3.0,41.0,28.0,-0.132,0.405,MIN
339,Kyle Higashioka-NYY,13.0,12.0,245.0,130.0,-1.2680000000000002,1.55,NYY
340,Kyle Isbel-KC,15.0,15.0,232.0,137.0,-1.5650000000000002,1.896,KC
341,Kyle Lewis-AZ,6.0,3.0,60.0,29.0,-0.9039999999999999,0.29500000000000004,AZ
342,Kyle Schwarber-PHI,40.0,48.0,848.0,416.0,-6.302,9.057000000000002,PHI
343,Kyle Stowers-BAL,2.0,4.0,40.0,14.0,-0.916,0.44500000000000006,BAL
344,Kyle Tucker-HOU,25.0,51.0,683.0,248.0,-3.706000000000001,7.784000000000001,HOU
345,LaMonte Wade Jr.-SF,37.0,29.0,653.0,312.0,-5.0440000000000005,4.559,SF
346,Lane Thomas-WSH,53.0,22.0,680.0,411.0,-8.802999999999997,2.712,WSH
347,Lars Nootbaar-STL,38.0,36.0,593.0,365.0,-4.822,3.8979999999999997,STL
348,Leody Taveras-TEX,38.0,24.0,503.0,223.0,-4.687,2.585,TEX
349,Liover Peguero-PIT,10.0,4.0,77.0,48.0,-1.6360000000000001,0.356,PIT
350,Logan O'Hoppe-LAA,7.0,4.0,76.0,32.0,-1.038,1.19,LAA
351,Lourdes Gurriel-AZ,32.0,27.0,521.0,291.0,-3.8450000000000006,3.6530000000000005,AZ
352,Luis Arraez-MIA,35.0,28.0,514.0,284.0,-3.3820000000000006,2.9330000000000003,MIA
353,Luis Campusano-SD,8.0,1.0,76.0,41.0,-1.3820000000000001,0.127,SD
354,Luis Garcia-WSH,48.0,11.0,450.0,204.0,-6.8199999999999985,1.032,WSH
355,Luis Guillorme-NYM,13.0,9.0,164.0,97.0,-1.615,1.023,NYM
356,Luis Matos-SF,14.0,5.0,220.0,99.0,-1.235,0.909,SF
357,Luis Rengifo-LAA,35.0,22.0,478.0,182.0,-3.920000000000001,3.5140000000000007,LAA
358,Luis Robert-CWS,29.0,18.0,465.0,200.0,-4.046,1.855,CWS
359,Luis Urias-BOS,2.0,3.0,42.0,30.0,-0.592,0.42000000000000004,BOS
360,Luis Urias-MIL,10.0,7.0,96.0,71.0,-0.9590000000000001,2.266,MIL
361,Luke Maile-CIN,19.0,9.0,186.0,116.0,-2.3850000000000002,0.9790000000000001,CIN
362,Luke Raley-TB,16.0,16.0,400.0,139.0,-1.837,2.123,TB
363,Luke Voit-MIL,11.0,6.0,96.0,39.0,-1.342,0.40800000000000003,MIL
364,Luke Williams-LAD,3.0,0.0,8.0,7.0,-0.20800000000000002,0.0,LAD
365,MJ Melendez-KC,30.0,31.0,607.0,282.0,-3.121,3.3760000000000003,KC
366,Maikel Garcia-KC,38.0,17.0,449.0,272.0,-3.9439999999999995,2.5050000000000003,KC
367,Manny Machado-SD,34.0,43.0,565.0,252.0,-3.779000000000001,5.5120000000000005,SD
368,Manny Pina-OAK,2.0,1.0,11.0,10.0,-0.30000000000000004,0.054000000000000006,OAK
369,Manuel Margot-TB,20.0,17.0,323.0,167.0,-2.628,2.3530000000000006,TB
370,Marcell Ozuna-ATL,40.0,29.0,580.0,247.0,-5.1450000000000005,3.673,ATL
371,Marcus Semien-TEX,49.0,28.0,754.0,290.0,-5.659999999999998,3.6060000000000003,TEX
372,Mark Canha-MIL,2.0,3.0,62.0,37.0,-0.167,0.4580000000000001,MIL
373,Mark Canha-NYM,31.0,13.0,422.0,284.0,-3.263000000000001,1.408,NYM
374,Mark Mathias-PIT,7.0,3.0,92.0,49.0,-0.511,0.274,PIT
375,Mark Mathias-SF,1.0,1.0,13.0,9.0,-0.07500000000000001,0.054000000000000006,SF
376,Mark Vientos-NYM,13.0,4.0,118.0,82.0,-1.4489999999999998,0.663,NYM
377,Martin Maldonado-HOU,19.0,26.0,366.0,195.0,-3.505000000000001,4.833,HOU
378,Masataka Yoshida-BOS,36.0,35.0,557.0,366.0,-4.079000000000001,3.691000000000001,BOS
379,Matt Beaty-KC,1.0,3.0,36.0,19.0,-0.10700000000000001,0.30200000000000005,KC
380,Matt Carpenter-SD,21.0,25.0,335.0,169.0,-1.9949999999999997,4.062,SD
381,Matt Chapman-TOR,50.0,35.0,740.0,371.0,-7.2250000000000005,4.674,TOR
382,Matt Duffy-KC,12.0,15.0,178.0,111.0,-1.226,1.322,KC
383,Matt McLain-CIN,46.0,37.0,476.0,328.0,-6.918000000000001,5.0809999999999995,CIN
384,Matt Mervis-CHC,8.0,6.0,132.0,57.0,-0.678,0.9969999999999999,CHC
385,Matt Olson-ATL,34.0,32.0,873.0,293.0,-4.059,5.296,ATL
386,Matt Reynolds-CIN,1.0,0.0,4.0,5.0,-0.111,0.0,CIN
387,Matt Thaiss-LAA,19.0,23.0,416.0,154.0,-2.7510000000000003,2.8380000000000005,LAA
388,Matt Vierling-DET,33.0,29.0,430.0,307.0,-4.724000000000001,4.7700000000000005,DET
389,Matt Wallner-MIN,9.0,15.0,158.0,66.0,-1.4060000000000001,3.204,MIN
390,Matthew Batten-SD,5.0,1.0,32.0,19.0,-0.46399999999999997,0.196,SD
391,Mauricio Dubon-HOU,21.0,9.0,345.0,165.0,-2.8760000000000003,1.115,HOU
392,Max Kepler-MIN,27.0,24.0,437.0,211.0,-4.454000000000001,3.5,MIN
393,Max Muncy-LAD,41.0,43.0,649.0,362.0,-6.5329999999999995,6.409999999999999,LAD
394,Meibrys Viloria-CLE,0.0,2.0,7.0,1.0,0.0,0.20500000000000002,CLE
395,Michael Brosseau-MIL,7.0,7.0,90.0,58.0,-0.915,1.024,MIL
396,Michael Busch-LAD,6.0,2.0,75.0,34.0,-0.499,0.30400000000000005,LAD
397,Michael Chavis-WSH,2.0,8.0,98.0,32.0,-0.16999999999999998,1.179,WSH
398,Michael Conforto-SF,44.0,22.0,568.0,259.0,-9.475999999999999,4.1659999999999995,SF
399,Michael Harris II-ATL,23.0,17.0,404.0,223.0,-1.7810000000000004,1.8580000000000003,ATL
400,Michael Massey-KC,25.0,17.0,417.0,178.0,-3.5920000000000005,3.134,KC
401,Michael Perez-NYM,0.0,1.0,11.0,3.0,0.0,0.05600000000000001,NYM
402,Michael Stefanic-LAA,2.0,1.0,33.0,20.0,-1.845,0.07500000000000001,LAA
403,Michael Taylor-MIN,26.0,19.0,401.0,188.0,-5.429,2.3920000000000003,MIN
404,Michael Toglia-COL,11.0,6.0,150.0,63.0,-1.5380000000000003,1.323,COL
405,Mickey Moniak-LAA,10.0,13.0,233.0,89.0,-0.9740000000000001,1.6560000000000001,LAA
406,Miguel Amaya-CHC,11.0,14.0,149.0,81.0,-2.0199999999999996,1.668,CHC
407,Miguel Andujar-PIT,2.0,2.0,37.0,21.0,-0.162,0.159,PIT
408,Miguel Cabrera-DET,16.0,17.0,315.0,148.0,-4.003000000000001,4.0280000000000005,DET
409,Miguel Rojas-LAD,25.0,13.0,332.0,174.0,-2.23,1.695,LAD
410,Miguel Vargas-LAD,27.0,17.0,443.0,200.0,-4.765000000000001,3.3339999999999996,LAD
411,Mike Ford-SEA,17.0,11.0,227.0,112.0,-2.37,1.236,SEA
412,Mike Moustakas-COL,11.0,14.0,202.0,97.0,-1.422,3.519,COL
413,Mike Moustakas-LAA,7.0,8.0,161.0,81.0,-0.597,0.626,LAA
414,Mike Tauchman-CHC,19.0,20.0,428.0,194.0,-2.901,3.048,CHC
415,Mike Trout-LAA,24.0,33.0,604.0,218.0,-3.2680000000000007,4.048000000000001,LAA
416,Mike Yastrzemski-SF,36.0,19.0,412.0,236.0,-6.405000000000001,3.7809999999999997,SF
417,Mike Zunino-CLE,12.0,23.0,212.0,99.0,-1.444,2.805,CLE
418,Miles Mastrobuoni-CHC,17.0,11.0,181.0,117.0,-1.922,1.632,CHC
419,Mitch Garver-TEX,17.0,15.0,287.0,151.0,-2.463,1.353,TEX
420,Mitch Haniger-SF,12.0,10.0,198.0,120.0,-1.034,2.039,SF
421,Mookie Betts-LAD,44.0,26.0,779.0,395.0,-5.918000000000002,3.019,LAD
422,Myles Straw-CLE,29.0,42.0,525.0,347.0,-4.768,6.1000000000000005,CLE
423,Nate Eaton-KC,7.0,4.0,61.0,40.0,-1.004,1.152,KC
424,Nate Lowe-TEX,40.0,34.0,817.0,354.0,-5.987000000000001,4.915,TEX
425,Nelson Cruz-SD,11.0,9.0,162.0,95.0,-1.8270000000000002,1.158,SD
426,Nelson Velazquez-CHC,1.0,2.0,41.0,12.0,-0.14800000000000002,0.11100000000000002,CHC
427,Nelson Velazquez-KC,0.0,1.0,11.0,4.0,0.0,0.131,KC
428,Nick Ahmed-AZ,19.0,10.0,184.0,125.0,-2.058,1.6449999999999998,AZ
429,Nick Allen-OAK,27.0,14.0,239.0,124.0,-4.11,1.587,OAK
430,Nick Castellanos-PHI,31.0,30.0,544.0,209.0,-5.257,3.767,PHI
431,Nick Fortes-MIA,24.0,15.0,293.0,174.0,-3.4080000000000004,1.958,MIA
432,Nick Gonzales-PIT,9.0,7.0,139.0,62.0,-1.189,0.6459999999999999,PIT
433,Nick Gordon-MIN,7.0,12.0,95.0,32.0,-1.131,1.412,MIN
434,Nick Madrigal-CHC,35.0,12.0,242.0,167.0,-3.8610000000000015,1.467,CHC
435,Nick Maton-DET,22.0,19.0,440.0,187.0,-2.2810000000000006,3.531,DET
436,Nick Pratto-KC,35.0,20.0,418.0,276.0,-3.5420000000000007,3.375,KC
437,Nick Senzel-CIN,27.0,18.0,315.0,145.0,-2.915000000000001,2.9230000000000005,CIN
438,Nicky Lopez-ATL,0.0,2.0,7.0,2.0,0.0,0.259,ATL
439,Nicky Lopez-KC,13.0,13.0,250.0,129.0,-1.759,1.1139999999999999,KC
440,Nico Hoerner-CHC,44.0,35.0,590.0,392.0,-5.658000000000001,4.165000000000001,CHC
441,Nolan Arenado-STL,45.0,25.0,555.0,303.0,-4.481000000000002,3.244,STL
442,Nolan Gorman-STL,27.0,24.0,588.0,213.0,-4.051,3.5219999999999994,STL
443,Nolan Jones-COL,24.0,17.0,365.0,213.0,-2.9350000000000005,2.591,COL
444,Omar Narvaez-NYM,5.0,3.0,113.0,45.0,-0.837,0.21500000000000002,NYM
445,Oneil Cruz-PIT,3.0,4.0,55.0,26.0,-0.348,0.34700000000000003,PIT
446,Orlando Arcia-ATL,24.0,30.0,514.0,263.0,-2.704,3.3810000000000002,ATL
447,Oscar Colas-CWS,8.0,4.0,193.0,100.0,-0.606,0.488,CWS
448,Oscar Gonzalez-CLE,5.0,6.0,134.0,63.0,-0.37400000000000005,0.8859999999999999,CLE
449,Oscar Mercado-STL,0.0,2.0,36.0,14.0,0.0,0.291,STL
450,Oswald Peraza-NYY,6.0,1.0,101.0,49.0,-0.6060000000000001,0.131,NYY
451,Oswaldo Cabrera-NYY,12.0,14.0,271.0,125.0,-1.798,1.3090000000000004,NYY
452,Owen Miller-MIL,24.0,25.0,364.0,220.0,-3.4470000000000005,3.1160000000000005,MIL
453,Ozzie Albies-ATL,30.0,34.0,665.0,204.0,-3.339000000000001,5.507,ATL
454,Pablo Reyes-BOS,11.0,7.0,140.0,88.0,-0.9840000000000001,1.189,BOS
455,Patrick Bailey-SF,18.0,18.0,314.0,182.0,-2.4490000000000003,2.747,SF
456,Patrick Wisdom-CHC,27.0,30.0,441.0,173.0,-3.8990000000000005,4.337000000000001,CHC
457,Paul DeJong-STL,20.0,16.0,371.0,169.0,-2.9939999999999998,2.2279999999999998,STL
458,Paul DeJong-TOR,3.0,1.0,23.0,14.0,-0.223,0.066,TOR
459,Paul Goldschmidt-STL,32.0,33.0,737.0,411.0,-4.565,4.135,STL
460,Pavin Smith-AZ,15.0,21.0,315.0,178.0,-2.4939999999999998,3.4530000000000003,AZ
461,Pete Alonso-NYM,45.0,36.0,634.0,341.0,-5.860000000000002,3.8280000000000007,NYM
462,Peyton Burdick-MIA,2.0,2.0,49.0,18.0,-0.35,0.462,MIA
463,Rafael Devers-BOS,27.0,22.0,610.0,202.0,-3.3600000000000003,2.2449999999999997,BOS
464,Rafael Ortega-NYM,4.0,0.0,65.0,40.0,-0.69,0.0,NYM
465,Raimel Tapia-BOS,4.0,7.0,112.0,65.0,-0.43600000000000005,0.555,BOS
466,Raimel Tapia-MIL,3.0,5.0,78.0,36.0,-0.226,0.516,MIL
467,Ramon Laureano-CLE,2.0,2.0,28.0,13.0,-0.28300000000000003,0.23700000000000002,CLE
468,Ramon Laureano-OAK,18.0,27.0,334.0,154.0,-2.207,3.570999999999999,OAK
469,Ramon Urias-BAL,20.0,14.0,342.0,184.0,-2.35,2.779,BAL
470,Randal Grichuk-COL,16.0,15.0,312.0,145.0,-1.278,2.647,COL
471,Randal Grichuk-LAA,4.0,6.0,65.0,25.0,-0.309,0.891,LAA
472,Randy Arozarena-TB,48.0,37.0,685.0,372.0,-5.854999999999999,3.961000000000001,TB
473,Reese McGuire-BOS,7.0,5.0,132.0,87.0,-0.644,0.62,BOS
474,Rene Pinto-TB,1.0,1.0,20.0,6.0,-0.11799999999999998,0.07500000000000001,TB
475,Riley Adams-WSH,9.0,6.0,137.0,62.0,-1.423,0.9179999999999999,WSH
476,Riley Greene-DET,39.0,32.0,491.0,232.0,-5.274000000000002,5.2509999999999994,DET
477,Rob Refsnyder-BOS,18.0,16.0,296.0,173.0,-2.6319999999999997,2.6109999999999998,BOS
478,Robbie Grossman-TEX,47.0,24.0,482.0,270.0,-7.412000000000001,4.255000000000001,TEX
479,Roberto Perez-SF,1.0,2.0,30.0,12.0,-0.054000000000000006,0.28,SF
480,Rodolfo Castro-PIT,11.0,17.0,291.0,129.0,-1.588,2.03,PIT
481,Romy Gonzalez-CWS,8.0,4.0,112.0,63.0,-1.7550000000000001,0.379,CWS
482,Ronald Acuna-ATL,32.0,54.0,779.0,286.0,-4.634,7.761000000000001,ATL
483,Rougned Odor-SD,6.0,16.0,221.0,68.0,-1.521,2.141,SD
484,Rowdy Tellez-MIL,17.0,24.0,436.0,294.0,-1.3639999999999999,3.9560000000000004,MIL
485,Royce Lewis-MIN,5.0,3.0,98.0,68.0,-0.8109999999999999,0.21300000000000002,MIN
486,Ryan Jeffers-MIN,15.0,13.0,310.0,173.0,-2.4939999999999998,2.036,MIN
487,Ryan Kreidler-DET,2.0,1.0,16.0,16.0,-0.269,0.111,DET
488,Ryan McKenna-BAL,12.0,9.0,134.0,51.0,-2.36,2.2279999999999998,BAL
489,Ryan McMahon-COL,34.0,64.0,750.0,329.0,-5.303000000000002,8.35,COL
490,Ryan Mountcastle-BAL,34.0,15.0,392.0,178.0,-3.7110000000000003,2.124,BAL
491,Ryan Noda-OAK,32.0,41.0,566.0,245.0,-4.330000000000001,6.633,OAK
492,Ryan O'Hearn-BAL,22.0,8.0,321.0,152.0,-4.529,0.9850000000000001,BAL
493,Sal Frelick-MIL,13.0,10.0,137.0,69.0,-1.4160000000000001,1.454,MIL
494,Salvador Perez-KC,19.0,13.0,437.0,146.0,-2.6310000000000002,1.1090000000000002,KC
495,Sam Haggerty-SEA,5.0,5.0,71.0,33.0,-0.593,1.7980000000000003,SEA
496,Sam Hilliard-ATL,6.0,10.0,109.0,59.0,-1.334,1.137,ATL
497,Sam Huff-TEX,4.0,3.0,41.0,18.0,-0.34299999999999997,0.88,TEX
498,Samad Taylor-KC,5.0,3.0,86.0,38.0,-0.767,0.16899999999999998,KC
499,Sandy Leon-TEX,4.0,3.0,56.0,50.0,-0.7410000000000001,0.786,TEX
500,Santiago Espinal-TOR,23.0,7.0,232.0,149.0,-2.7829999999999995,0.6940000000000001,TOR
501,Sean Murphy-ATL,28.0,21.0,472.0,217.0,-3.491,2.793,ATL
502,Seby Zavala-CWS,8.0,10.0,207.0,95.0,-0.771,2.137,CWS
503,Seiya Suzuki-CHC,44.0,54.0,616.0,356.0,-5.552,6.183999999999999,CHC
504,Seth Brown-OAK,10.0,13.0,317.0,141.0,-0.719,1.0989999999999998,OAK
505,Shea Langeliers-OAK,29.0,32.0,459.0,214.0,-5.566,5.562000000000001,OAK
506,Shelby Miller-LAD,1.0,0.0,0.0,2.0,-0.213,0.0,LAD
507,Shohei Ohtani-LAA,58.0,98.0,1502.0,520.0,-8.507999999999997,12.518,LAA
508,Spencer Horwitz-TOR,1.0,0.0,19.0,10.0,-0.101,0.0,TOR
509,Spencer Steer-CIN,40.0,35.0,672.0,370.0,-5.5,3.9990000000000006,CIN
510,Spencer Torkelson-DET,42.0,39.0,690.0,343.0,-5.019,4.64,DET
511,Starling Marte-NYM,22.0,11.0,362.0,185.0,-2.273,1.913,NYM
512,Steven Kwan-CLE,49.0,42.0,731.0,474.0,-5.912999999999998,4.345000000000001,CLE
513,Stone Garrett-WSH,17.0,9.0,308.0,116.0,-2.478,1.566,WSH
514,Stuart Fairchild-CIN,13.0,11.0,274.0,106.0,-2.1310000000000002,1.7810000000000001,CIN
515,TJ Friedl-CIN,22.0,29.0,531.0,320.0,-3.4670000000000005,4.3180000000000005,CIN
516,Taylor Motter-STL,9.0,3.0,75.0,35.0,-1.1190000000000002,0.28400000000000003,STL
517,Taylor Trammell-SEA,5.0,7.0,93.0,39.0,-1.037,1.972,SEA
518,Taylor Walls-TB,22.0,29.0,414.0,203.0,-2.356,3.293,TB
519,Taylor Ward-LAA,29.0,33.0,602.0,258.0,-5.11,4.591000000000001,LAA
520,Teoscar Hernandez-SEA,43.0,21.0,571.0,289.0,-5.183000000000002,2.4379999999999997,SEA
521,Terrin Vavra-BAL,5.0,5.0,69.0,27.0,-0.767,0.49500000000000005,BAL
522,Thairo Estrada-SF,36.0,13.0,369.0,234.0,-4.447,1.831,SF
523,Tim Anderson-CWS,17.0,21.0,430.0,214.0,-1.774,4.414000000000001,CWS
524,Tim Locastro-NYM,1.0,1.0,7.0,8.0,-0.248,0.173,NYM
525,Tom Murphy-SEA,9.0,6.0,190.0,85.0,-0.72,0.5980000000000001,SEA
526,Tomas Nido-NYM,1.0,4.0,53.0,19.0,-0.07500000000000001,0.688,NYM
527,Tommy Edman-STL,25.0,23.0,385.0,227.0,-3.674000000000001,2.217,STL
528,Tommy La Stella-SEA,0.0,3.0,41.0,23.0,0.0,0.268,SEA
529,Tommy Pham-AZ,5.0,3.0,44.0,23.0,-0.478,0.23199999999999998,AZ
530,Tommy Pham-NYM,16.0,13.0,397.0,209.0,-2.011,1.5499999999999998,NYM
531,Tony Kemp-OAK,25.0,14.0,381.0,211.0,-2.575,1.4130000000000005,OAK
532,Travis Jankowski-TEX,19.0,16.0,336.0,194.0,-2.936,1.75,TEX
533,Travis d'Arnaud-ATL,8.0,16.0,261.0,96.0,-0.6060000000000001,1.937,ATL
534,Trayce Thompson-CWS,5.0,0.0,32.0,16.0,-0.624,0.0,CWS
535,Trayce Thompson-LAD,10.0,7.0,159.0,74.0,-1.494,1.5799999999999998,LAD
536,Trea Turner-PHI,41.0,20.0,626.0,274.0,-4.274,2.645,PHI
537,Trent Grisham-SD,26.0,59.0,675.0,330.0,-3.051,9.860999999999999,SD
538,Trevor Larnach-MIN,21.0,9.0,325.0,140.0,-3.125,1.108,MIN
539,Trevor Story-BOS,4.0,1.0,16.0,16.0,-0.608,0.07500000000000001,BOS
540,Trey Mancini-CHC,20.0,18.0,339.0,162.0,-2.673,2.199,CHC
541,Triston Casas-BOS,30.0,36.0,590.0,239.0,-4.968999999999999,5.944999999999999,BOS
542,Tucker Barnhart-CHC,11.0,10.0,149.0,94.0,-0.9119999999999999,1.323,CHC
543,Tucupita Marcano-PIT,13.0,13.0,233.0,105.0,-1.4600000000000002,1.616,PIT
544,Ty France-SEA,34.0,20.0,536.0,225.0,-4.383000000000001,2.486,SEA
545,Tyler Freeman-CLE,5.0,2.0,118.0,63.0,-0.48300000000000004,0.08000000000000002,CLE
546,Tyler Heineman-PIT,1.0,1.0,10.0,5.0,-0.101,0.054000000000000006,PIT
547,Tyler Heineman-TOR,0.0,2.0,33.0,13.0,0.0,0.11200000000000002,TOR
548,Tyler Nevin-DET,7.0,4.0,76.0,39.0,-1.01,0.348,DET
549,Tyler O'Neill-STL,17.0,10.0,264.0,124.0,-1.5600000000000003,1.12,STL
550,Tyler Soderstrom-OAK,3.0,2.0,103.0,39.0,-0.34400000000000003,0.553,OAK
551,Tyler Stephenson-CIN,40.0,39.0,590.0,320.0,-5.215999999999999,5.213,CIN
552,Tyler Wade-OAK,2.0,6.0,64.0,46.0,-0.181,1.4740000000000002,OAK
553,Tyrone Taylor-MIL,7.0,3.0,125.0,65.0,-1.071,0.288,MIL
554,Vaughn Grissom-ATL,2.0,2.0,74.0,33.0,-0.191,0.09000000000000001,ATL
555,Victor Caratini-MIL,12.0,16.0,228.0,113.0,-1.2550000000000001,2.213,MIL
556,Victor Robles-WSH,12.0,9.0,155.0,44.0,-1.2200000000000002,1.4120000000000001,WSH
557,Vidal Brujan-TB,6.0,0.0,60.0,33.0,-0.892,0.0,TB
558,Vinnie Pasquantino-KC,18.0,12.0,347.0,180.0,-1.9580000000000002,1.7369999999999999,KC
559,Vladimir Guerrero Jr.-TOR,38.0,26.0,590.0,239.0,-6.432000000000002,3.349,TOR
560,Wander Franco-TB,21.0,42.0,657.0,335.0,-1.9149999999999998,5.257000000000001,TB
561,Whit Merrifield-TOR,29.0,13.0,526.0,265.0,-2.833,1.506,TOR
562,Wil Myers-CIN,8.0,21.0,196.0,110.0,-1.612,3.958,CIN
563,Will Benson-CIN,11.0,19.0,347.0,165.0,-2.291,3.0189999999999997,CIN
564,Will Brennan-CLE,14.0,16.0,320.0,161.0,-1.426,1.495,CLE
565,Will Smith-LAD,38.0,20.0,606.0,282.0,-4.151,2.33,LAD
566,Willi Castro-MIN,19.0,19.0,349.0,181.0,-2.1500000000000004,2.561,MIN
567,William Contreras-MIL,36.0,23.0,534.0,308.0,-4.33,2.205,MIL
568,Willie Calhoun-NYY,8.0,18.0,219.0,107.0,-1.021,2.501,NYY
569,Willson Contreras-STL,29.0,26.0,514.0,215.0,-3.819000000000001,4.169,STL
570,Willy Adames-MIL,34.0,27.0,623.0,259.0,-4.040000000000001,3.6060000000000003,MIL
571,Wilmer Flores-SF,47.0,14.0,386.0,256.0,-7.656000000000001,2.1910000000000003,SF
572,Xander Bogaerts-SD,42.0,34.0,650.0,415.0,-5.547,3.4030000000000014,SD
573,Xavier Edwards-MIA,1.0,1.0,22.0,14.0,-0.6799999999999999,0.07500000000000001,MIA
574,Yainer Diaz-HOU,13.0,11.0,234.0,90.0,-1.246,1.154,HOU
575,Yan Gomes-CHC,26.0,16.0,329.0,175.0,-3.779000000000001,2.105,CHC
576,Yandy Diaz-TB,40.0,26.0,648.0,317.0,-6.218999999999999,4.034000000000001,TB
577,Yasmani Grandal-CWS,26.0,27.0,454.0,265.0,-3.601,3.3980000000000006,CWS
578,Yoan Moncada-CWS,15.0,9.0,261.0,135.0,-2.9720000000000004,0.7369999999999999,CWS
579,Yonathan Daza-COL,5.0,6.0,74.0,39.0,-0.488,0.651,COL
